SocioEcon,GoodStudent,Age,RiskAversion,VehicleYear,Accident,ThisCarDam,RuggedAuto,MakeModel,Antilock,Mileage,DrivQuality,DrivingSkill,SeniorTrain,ThisCarCost,CarValue,Theft,AntiTheft,HomeBase,OtherCarCost,PropCost,OtherCar,MedCost,Cushioning,Airbag,ILiCost,DrivHist
Wealthy,False,Adolescent,Adventurous,Current,Moderate,Moderate,Football,SuperLuxury,True,FiftyThou,Poor,SubStandard,False,Million,Million,False,False,Secure,HundredThou,Million,False,TenThou,Excellent,True,Thousand,Many
Middle,False,Adult,Normal,Current,None,None,Football,FamilySedan,True,TwentyThou,Normal,Normal,False,Thousand,TwentyThou,False,False,Suburb,Thousand,TenThou,True,Thousand,Good,True,Thousand,Zero
Prole,False,Adult,Adventurous,Current,Mild,Mild,Football,FamilySedan,True,TwentyThou,Poor,Normal,False,Thousand,TwentyThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Good,True,Thousand,One
Middle,False,Adult,Normal,Older,None,None,Football,FamilySedan,False,FiftyThou,Excellent,Expert,False,Thousand,FiveThou,False,False,Secure,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
Prole,False,Senior,Normal,Older,None,None,EggShell,Economy,False,FiftyThou,Excellent,Expert,True,Thousand,FiveThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
Prole,False,Senior,Normal,Older,Severe,Severe,EggShell,Economy,False,TwentyThou,Poor,SubStandard,False,TenThou,FiveThou,False,False,City,TenThou,TenThou,True,HundredThou,Poor,False,Thousand,Many
Prole,False,Adult,Cautious,Current,None,None,EggShell,FamilySedan,True,TwentyThou,Excellent,Normal,False,Thousand,TwentyThou,False,True,City,Thousand,Thousand,True,Thousand,Poor,True,Thousand,Zero
UpperMiddle,False,Senior,Normal,Current,None,None,Tank,FamilySedan,False,TwentyThou,Normal,Normal,False,Thousand,TwentyThou,False,True,Suburb,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
Prole,False,Adult,Normal,Current,None,None,EggShell,Economy,False,FiveThou,Excellent,Expert,False,Thousand,TenThou,False,False,City,Thousand,Thousand,True,Thousand,Fair,True,Thousand,Zero
Prole,False,Adult,Adventurous,Older,Severe,Severe,Football,FamilySedan,False,TwentyThou,Poor,SubStandard,False,TenThou,TenThou,False,False,City,TenThou,HundredThou,True,Thousand,Fair,False,HundredThou,Many
Prole,False,Adult,Adventurous,Older,Mild,Mild,Tank,FamilySedan,False,FiftyThou,Poor,SubStandard,False,Thousand,FiveThou,False,False,City,Thousand,TenThou,True,Thousand,Good,False,Thousand,Many
Middle,False,Adult,Cautious,Older,None,None,EggShell,Economy,False,FiftyThou,Normal,Normal,False,Thousand,FiveThou,False,True,Secure,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
Prole,False,Adult,Normal,Older,None,None,EggShell,Economy,False,FiftyThou,Normal,Normal,False,Thousand,FiveThou,False,False,City,Thousand,Thousand,False,Thousand,Fair,False,Thousand,Zero
Prole,False,Adult,Normal,Older,None,None,EggShell,Economy,False,TwentyThou,Normal,Normal,False,Thousand,TenThou,False,False,City,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
Prole,False,Adolescent,Adventurous,Older,None,None,Football,FamilySedan,False,TwentyThou,Poor,Normal,False,Thousand,FiveThou,False,False,City,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Many
UpperMiddle,False,Adult,Adventurous,Current,None,None,Tank,FamilySedan,False,TwentyThou,Excellent,Expert,False,Thousand,TwentyThou,False,False,Rural,Thousand,TenThou,False,Thousand,Excellent,True,Thousand,Many
Prole,False,Adolescent,Normal,Older,None,None,Football,FamilySedan,False,FiftyThou,Normal,Normal,False,Thousand,FiveThou,False,False,City,Thousand,TenThou,False,Thousand,Good,False,Thousand,Zero
Prole,False,Adult,Cautious,Older,None,None,EggShell,Economy,False,Domino,Excellent,Normal,False,Thousand,FiveThou,False,True,Suburb,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
Prole,False,Adult,Adventurous,Older,None,None,EggShell,Economy,False,FiftyThou,Normal,Normal,False,Thousand,FiveThou,False,False,City,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
Middle,False,Adolescent,Adventurous,Older,Moderate,Mild,Football,FamilySedan,False,FiftyThou,Poor,SubStandard,False,Thousand,TenThou,False,False,City,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Many
Prole,False,Adult,Adventurous,Older,None,None,EggShell,Economy,False,FiftyThou,Excellent,Normal,False,Thousand,FiveThou,False,False,City,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Many
Prole,False,Senior,Cautious,Older,None,None,Football,FamilySedan,False,TwentyThou,Excellent,Expert,True,Thousand,TwentyThou,False,True,City,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
Prole,False,Senior,Normal,Older,None,None,Football,FamilySedan,False,TwentyThou,Normal,Normal,False,Thousand,TwentyThou,False,False,City,Thousand,TenThou,False,Thousand,Fair,False,Thousand,Zero
Prole,False,Adult,Normal,Older,None,None,EggShell,Economy,False,Domino,Normal,Normal,False,Thousand,FiveThou,False,False,City,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
Middle,True,Adolescent,Adventurous,Older,Moderate,Moderate,Football,FamilySedan,False,TwentyThou,Poor,SubStandard,False,TenThou,FiveThou,False,False,City,Thousand,TenThou,True,Thousand,Fair,False,Thousand,Many
Prole,False,Adult,Normal,Older,None,None,EggShell,Economy,False,TwentyThou,Normal,Normal,False,Thousand,TenThou,False,False,City,Thousand,TenThou,True,Thousand,Poor,False,Thousand,Zero
Prole,False,Senior,Cautious,Older,None,None,EggShell,Economy,False,FiftyThou,Excellent,Expert,True,Thousand,FiveThou,False,True,City,Thousand,Thousand,False,Thousand,Good,True,Thousand,Zero
Middle,False,Adult,Normal,Older,None,None,Football,FamilySedan,False,TwentyThou,Excellent,Expert,False,Thousand,FiveThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Good,False,Thousand,Zero
Middle,False,Adult,Cautious,Current,None,None,EggShell,FamilySedan,True,FiveThou,Normal,Normal,False,Thousand,TwentyThou,False,True,Secure,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
Prole,False,Adult,Normal,Older,Severe,Severe,EggShell,Economy,False,Domino,Poor,SubStandard,False,TenThou,FiveThou,False,False,City,HundredThou,HundredThou,True,Million,Poor,False,Thousand,Zero
Prole,False,Adolescent,Normal,Older,None,None,EggShell,Economy,False,FiftyThou,Poor,SubStandard,False,Thousand,FiveThou,False,False,City,Thousand,Thousand,False,Thousand,Fair,False,Thousand,Many
UpperMiddle,False,Adult,Adventurous,Current,Moderate,Mild,Tank,Luxury,True,Domino,Poor,SubStandard,False,Thousand,FiftyThou,False,True,Suburb,HundredThou,HundredThou,True,Thousand,Excellent,True,Thousand,Many
UpperMiddle,False,Senior,Cautious,Current,None,None,EggShell,Economy,False,FiftyThou,Normal,Normal,True,Thousand,TenThou,False,True,Secure,Thousand,Thousand,True,Thousand,Fair,True,Thousand,Zero
Middle,False,Adult,Normal,Older,None,None,Tank,FamilySedan,False,TwentyThou,Normal,Normal,False,Thousand,TenThou,False,False,Secure,Thousand,Thousand,False,Thousand,Good,False,Thousand,Zero
Middle,False,Senior,Psychopath,Older,Moderate,Moderate,Football,Economy,False,Domino,Poor,Normal,False,TenThou,FiveThou,False,False,City,Thousand,TenThou,True,Thousand,Fair,False,Thousand,One
Prole,False,Senior,Cautious,Older,None,None,EggShell,Economy,False,FiftyThou,Excellent,Expert,True,Thousand,FiveThou,False,True,City,Thousand,TenThou,True,Thousand,Poor,False,Thousand,Zero
Prole,False,Adolescent,Adventurous,Older,Moderate,Severe,EggShell,Economy,False,TwentyThou,Poor,SubStandard,False,TenThou,FiveThou,False,False,City,TenThou,HundredThou,False,Thousand,Poor,False,Thousand,Many
Middle,False,Adult,Adventurous,Older,None,None,Tank,FamilySedan,False,TwentyThou,Excellent,Normal,False,Thousand,FiveThou,False,False,City,Thousand,TenThou,True,Thousand,Excellent,False,Thousand,Many
Prole,False,Adult,Adventurous,Older,None,None,EggShell,Economy,False,FiftyThou,Normal,Normal,False,Thousand,FiveThou,False,False,City,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Many
Prole,False,Adolescent,Adventurous,Older,None,None,EggShell,Economy,False,TwentyThou,Normal,Normal,False,Thousand,FiveThou,False,False,Rural,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Many
Prole,False,Adult,Adventurous,Older,Severe,Severe,EggShell,Economy,False,Domino,Poor,Normal,False,TenThou,FiveThou,False,False,City,HundredThou,Million,False,Thousand,Poor,False,Thousand,Zero
UpperMiddle,False,Adult,Adventurous,Current,None,None,Football,Luxury,True,TwentyThou,Poor,Normal,False,Thousand,FiftyThou,False,False,Suburb,Thousand,TenThou,True,Thousand,Good,True,Thousand,Many
Wealthy,False,Senior,Cautious,Current,None,None,EggShell,SportsCar,True,FiftyThou,Excellent,Expert,True,Thousand,TwentyThou,False,True,Secure,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
Prole,False,Adolescent,Adventurous,Older,None,None,EggShell,Economy,False,FiveThou,Poor,SubStandard,False,Thousand,TenThou,False,False,Rural,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Many
Prole,False,Adult,Normal,Older,None,None,EggShell,Economy,False,TwentyThou,Normal,Normal,False,Thousand,FiveThou,False,False,City,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
Prole,False,Adult,Adventurous,Older,None,None,EggShell,Economy,False,FiveThou,Excellent,Normal,False,Thousand,TenThou,False,False,Rural,Thousand,Thousand,False,Thousand,Fair,False,Thousand,Zero
Middle,False,Adolescent,Adventurous,Older,Mild,None,Tank,FamilySedan,False,FiftyThou,Poor,SubStandard,False,Thousand,TenThou,False,False,City,Thousand,TenThou,True,Thousand,Good,False,Thousand,Many
Prole,False,Senior,Cautious,Current,None,None,Football,FamilySedan,False,Domino,Excellent,Normal,True,Thousand,TwentyThou,False,True,City,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
Prole,False,Adolescent,Adventurous,Current,Moderate,Severe,EggShell,Economy,False,TwentyThou,Poor,SubStandard,False,TenThou,TenThou,False,False,City,Thousand,TenThou,True,Thousand,Poor,True,Thousand,Many
Prole,False,Adult,Adventurous,Current,None,None,EggShell,Economy,False,TwentyThou,Normal,Normal,False,Thousand,TenThou,False,False,City,Thousand,TenThou,True,Thousand,Fair,True,Thousand,Many
Middle,False,Adult,Normal,Current,None,None,EggShell,SportsCar,True,FiftyThou,Normal,Normal,False,Thousand,TwentyThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Fair,True,Thousand,Zero
UpperMiddle,True,Adolescent,Cautious,Current,None,None,Tank,Luxury,True,FiftyThou,Normal,Normal,False,Thousand,FiftyThou,False,True,Secure,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
Middle,False,Adolescent,Cautious,Older,None,None,EggShell,SportsCar,False,FiveThou,Excellent,Normal,False,Thousand,FiftyThou,False,True,Secure,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
Prole,False,Adult,Adventurous,Current,None,None,Football,Economy,False,FiveThou,Normal,Normal,False,Thousand,TenThou,False,False,City,Thousand,Thousand,False,Thousand,Good,True,Thousand,One
Middle,True,Adolescent,Cautious,Older,None,None,EggShell,Economy,False,FiftyThou,Normal,Normal,False,Thousand,FiveThou,False,True,Secure,Thousand,Thousand,True,Thousand,Poor,False,Thousand,One
Prole,False,Senior,Normal,Older,None,None,Football,FamilySedan,False,FiftyThou,Poor,SubStandard,False,Thousand,FiveThou,False,False,City,Thousand,TenThou,True,Thousand,Fair,False,Thousand,Many
Middle,False,Senior,Cautious,Older,None,None,Football,FamilySedan,False,FiftyThou,Normal,Normal,True,Thousand,FiveThou,False,True,Secure,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
Prole,False,Adult,Cautious,Older,Moderate,Severe,EggShell,Economy,False,FiftyThou,Poor,SubStandard,False,TenThou,FiveThou,False,True,City,Thousand,TenThou,True,Thousand,Fair,False,Thousand,Many
Middle,True,Adolescent,Cautious,Older,None,None,Football,FamilySedan,False,FiftyThou,Normal,Normal,False,Thousand,FiveThou,False,True,Secure,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
UpperMiddle,False,Adult,Cautious,Current,Mild,Mild,Football,Luxury,True,TwentyThou,Poor,SubStandard,False,Thousand,FiftyThou,False,True,Secure,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
Prole,False,Senior,Normal,Older,None,None,Tank,FamilySedan,False,FiftyThou,Excellent,Expert,False,Thousand,TwentyThou,False,True,City,Thousand,Thousand,False,Thousand,Good,False,Thousand,Zero
Middle,False,Adolescent,Adventurous,Older,None,None,EggShell,Economy,False,FiveThou,Normal,Normal,False,Thousand,TenThou,False,False,Suburb,Thousand,TenThou,True,Thousand,Fair,False,Thousand,One
UpperMiddle,False,Senior,Normal,Current,None,None,Football,Luxury,True,FiftyThou,Normal,Normal,True,Thousand,FiftyThou,False,True,Suburb,Thousand,TenThou,True,Thousand,Good,True,Thousand,Zero
Prole,False,Adult,Normal,Older,None,None,EggShell,SportsCar,False,FiftyThou,Normal,Normal,False,Thousand,TenThou,False,False,Rural,Thousand,Thousand,False,Thousand,Fair,False,Thousand,Zero
UpperMiddle,False,Adult,Normal,Older,None,None,EggShell,SportsCar,False,FiveThou,Normal,Normal,False,Thousand,TwentyThou,False,True,Secure,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
UpperMiddle,False,Adult,Normal,Current,None,None,Football,FamilySedan,True,FiftyThou,Normal,Normal,False,Thousand,TwentyThou,False,False,Rural,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
Middle,False,Adolescent,Normal,Older,Severe,Severe,Football,FamilySedan,False,TwentyThou,Poor,SubStandard,False,HundredThou,TwentyThou,False,False,Suburb,TenThou,HundredThou,False,TenThou,Fair,False,Thousand,Zero
Prole,False,Adult,Cautious,Older,Moderate,Moderate,EggShell,Economy,False,FiftyThou,Normal,Normal,False,TenThou,FiveThou,False,True,Rural,Thousand,TenThou,False,HundredThou,Poor,False,Thousand,Zero
Prole,False,Adult,Normal,Older,None,None,EggShell,Economy,False,TwentyThou,Normal,Normal,False,Thousand,FiveThou,False,False,City,Thousand,Thousand,False,Thousand,Poor,False,Thousand,One
Middle,False,Adult,Normal,Older,Severe,Severe,Football,FamilySedan,False,FiftyThou,Poor,SubStandard,False,TenThou,FiveThou,False,False,Secure,TenThou,HundredThou,True,Thousand,Good,False,Thousand,Many
Prole,False,Senior,Cautious,Older,None,None,EggShell,Economy,False,TwentyThou,Excellent,Expert,True,Thousand,FiveThou,False,True,City,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
Prole,False,Adult,Normal,Older,None,None,EggShell,Economy,False,TwentyThou,Normal,Normal,False,Thousand,TenThou,False,False,City,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
Middle,False,Adult,Normal,Older,None,None,Tank,FamilySedan,False,FiftyThou,Normal,Normal,False,Thousand,FiveThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,One
UpperMiddle,False,Adolescent,Adventurous,Current,Severe,Moderate,Tank,Luxury,True,Domino,Poor,SubStandard,False,HundredThou,FiftyThou,False,False,Rural,HundredThou,Million,True,Million,Excellent,True,Million,Many
Prole,False,Adolescent,Normal,Older,Severe,Severe,EggShell,Economy,False,TwentyThou,Poor,SubStandard,False,TenThou,FiveThou,False,False,City,HundredThou,HundredThou,False,Million,Poor,False,Thousand,Many
UpperMiddle,False,Adolescent,Normal,Current,None,None,Tank,Luxury,True,FiftyThou,Normal,Normal,False,Thousand,FiftyThou,False,True,Suburb,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
Prole,False,Adult,Adventurous,Older,None,None,Football,FamilySedan,False,FiftyThou,Normal,Normal,False,Thousand,FiveThou,False,False,Suburb,Thousand,Thousand,False,Thousand,Fair,False,Thousand,One
Prole,False,Adult,Normal,Older,None,None,Football,FamilySedan,False,TwentyThou,Normal,Normal,False,Thousand,TwentyThou,False,False,City,Thousand,Thousand,False,Thousand,Good,False,Thousand,Zero
Prole,False,Adult,Normal,Older,Mild,Mild,EggShell,Economy,False,FiveThou,Poor,SubStandard,False,Thousand,FiveThou,False,False,City,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Many
Prole,False,Adult,Normal,Older,Severe,Severe,EggShell,Economy,False,Domino,Poor,SubStandard,False,TenThou,FiveThou,False,False,City,TenThou,TenThou,False,TenThou,Poor,False,Thousand,Many
Prole,False,Adult,Normal,Older,None,None,EggShell,Economy,False,FiftyThou,Poor,SubStandard,False,Thousand,FiveThou,False,False,Rural,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Many
Prole,False,Adult,Cautious,Older,None,None,EggShell,Economy,False,FiftyThou,Normal,Normal,False,Thousand,FiveThou,False,True,City,Thousand,Thousand,False,Thousand,Poor,False,Thousand,One
Prole,False,Adolescent,Adventurous,Older,Severe,Severe,EggShell,SportsCar,False,FiftyThou,Poor,SubStandard,False,TenThou,FiveThou,False,False,Rural,HundredThou,Million,False,TenThou,Poor,False,Thousand,Many
Middle,False,Adult,Normal,Older,None,None,Tank,FamilySedan,False,FiftyThou,Normal,Normal,False,Thousand,TwentyThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Good,False,Thousand,Zero
Middle,False,Adult,Cautious,Older,None,None,Tank,FamilySedan,False,Domino,Excellent,Expert,False,Thousand,FiveThou,False,True,Secure,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
Middle,False,Adult,Normal,Older,None,None,Tank,FamilySedan,False,FiftyThou,Normal,Normal,False,Thousand,FiveThou,False,True,Suburb,Thousand,Thousand,True,Thousand,Good,False,Thousand,Zero
Prole,False,Senior,Normal,Older,Moderate,Moderate,EggShell,Economy,False,TwentyThou,Poor,SubStandard,False,TenThou,TenThou,False,False,City,HundredThou,HundredThou,True,TenThou,Fair,False,Thousand,Many
Middle,False,Adult,Normal,Older,None,None,Football,FamilySedan,False,FiftyThou,Poor,SubStandard,False,Thousand,FiveThou,False,True,Suburb,Thousand,TenThou,False,Thousand,Good,True,Thousand,Many
Middle,False,Adolescent,Cautious,Older,None,None,EggShell,SportsCar,True,FiveThou,Poor,SubStandard,False,Thousand,TwentyThou,False,True,Secure,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Many
Prole,False,Adult,Normal,Older,None,None,EggShell,Economy,False,FiveThou,Poor,SubStandard,False,Thousand,TenThou,False,False,Suburb,Thousand,TenThou,False,Thousand,Poor,False,Thousand,Many
UpperMiddle,False,Adult,Adventurous,Current,None,None,EggShell,SportsCar,True,TwentyThou,Poor,SubStandard,False,Thousand,FiftyThou,False,False,Secure,Thousand,TenThou,True,Thousand,Good,True,Thousand,Many
Middle,False,Adolescent,Adventurous,Older,None,None,Football,FamilySedan,False,TwentyThou,Excellent,Normal,False,Thousand,TenThou,False,False,Rural,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
Middle,False,Senior,Cautious,Older,None,None,Tank,FamilySedan,False,FiftyThou,Normal,Normal,True,Thousand,FiveThou,False,True,Secure,Thousand,Thousand,False,Thousand,Excellent,False,Thousand,Zero
Middle,False,Adolescent,Normal,Older,Mild,None,Tank,FamilySedan,False,FiveThou,Poor,SubStandard,False,Thousand,FiveThou,False,True,Suburb,Thousand,Thousand,True,Thousand,Good,False,Thousand,Many
Middle,False,Senior,Normal,Older,Mild,Mild,Football,FamilySedan,False,FiftyThou,Poor,SubStandard,False,Thousand,FiveThou,False,False,Suburb,Thousand,Thousand,False,Thousand,Good,False,Thousand,Many
UpperMiddle,False,Senior,Normal,Current,Severe,Severe,Tank,Luxury,True,TwentyThou,Poor,SubStandard,False,HundredThou,FiftyThou,False,True,Suburb,TenThou,HundredThou,True,Thousand,Excellent,True,Thousand,Many
Prole,False,Senior,Adventurous,Older,None,None,EggShell,SportsCar,False,FiftyThou,Poor,Normal,False,Thousand,TenThou,False,False,City,Thousand,TenThou,False,Thousand,Poor,False,Thousand,Zero
UpperMiddle,False,Adolescent,Adventurous,Current,None,None,EggShell,SportsCar,True,TwentyThou,Normal,Normal,False,Thousand,TwentyThou,False,False,Rural,Thousand,Thousand,True,Thousand,Poor,True,Thousand,Many
Prole,False,Adult,Adventurous,Older,Moderate,Moderate,EggShell,Economy,False,FiftyThou,Poor,Normal,False,Thousand,FiveThou,False,False,City,Thousand,TenThou,False,Thousand,Poor,False,Thousand,One
Middle,False,Adult,Normal,Older,None,None,EggShell,Economy,False,FiftyThou,Normal,Normal,False,Thousand,TenThou,False,False,Rural,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
Middle,False,Adult,Normal,Older,Mild,Mild,Football,FamilySedan,False,FiveThou,Poor,SubStandard,False,Thousand,TwentyThou,False,False,Secure,Thousand,TenThou,True,Thousand,Excellent,True,Thousand,Many
UpperMiddle,False,Adult,Adventurous,Current,None,None,Football,FamilySedan,False,TwentyThou,Normal,Normal,False,Thousand,TwentyThou,False,False,Suburb,Thousand,Thousand,False,Thousand,Good,True,Thousand,Zero
Middle,False,Adult,Adventurous,Older,None,None,EggShell,Economy,False,TwentyThou,Poor,Normal,False,Thousand,TenThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
UpperMiddle,False,Adult,Adventurous,Older,Severe,Severe,Football,Luxury,False,FiftyThou,Poor,Normal,False,HundredThou,FiftyThou,False,False,Secure,TenThou,Million,False,Thousand,Good,True,Thousand,Many
Middle,False,Adult,Adventurous,Older,None,None,Football,FamilySedan,False,TwentyThou,Excellent,Expert,False,Thousand,TwentyThou,False,False,City,Thousand,TenThou,False,Thousand,Fair,False,Thousand,Zero
Middle,False,Adult,Cautious,Current,None,None,Football,FamilySedan,False,TwentyThou,Normal,Normal,False,Thousand,TenThou,False,True,Secure,Thousand,TenThou,True,Thousand,Good,True,Thousand,Zero
Prole,False,Adult,Cautious,Older,None,None,EggShell,Economy,False,TwentyThou,Normal,Normal,False,Thousand,TenThou,False,True,Rural,Thousand,Thousand,False,Thousand,Fair,False,Thousand,Zero
Prole,False,Adult,Adventurous,Current,Severe,Severe,Football,Economy,False,Domino,Poor,SubStandard,False,TenThou,TenThou,False,False,City,HundredThou,HundredThou,False,Thousand,Excellent,True,Thousand,Many
Prole,False,Senior,Cautious,Older,None,None,EggShell,SportsCar,False,FiftyThou,Normal,Normal,True,Thousand,FiveThou,False,True,City,Thousand,Thousand,False,Thousand,Fair,False,Thousand,Zero
Prole,False,Senior,Normal,Older,None,None,EggShell,Economy,False,TwentyThou,Normal,Normal,True,Thousand,TenThou,False,False,City,Thousand,TenThou,False,Thousand,Poor,False,Thousand,Zero
Middle,False,Adult,Adventurous,Current,None,None,EggShell,Economy,False,FiftyThou,Excellent,Normal,False,Thousand,FiveThou,False,False,Rural,Thousand,Thousand,True,Thousand,Poor,True,Thousand,Many
UpperMiddle,False,Adult,Adventurous,Current,Mild,Mild,EggShell,Luxury,True,TwentyThou,Poor,SubStandard,False,Thousand,FiftyThou,False,False,City,Thousand,Thousand,True,Thousand,Good,True,Thousand,Many
Middle,False,Adolescent,Cautious,Older,None,None,Football,FamilySedan,False,TwentyThou,Poor,SubStandard,False,Thousand,TenThou,False,True,Secure,Thousand,Thousand,True,Thousand,Good,False,Thousand,One
Prole,False,Senior,Cautious,Older,None,None,EggShell,Economy,False,TwentyThou,Excellent,Expert,True,Thousand,TenThou,False,True,City,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
UpperMiddle,False,Adult,Normal,Older,None,None,Football,Luxury,False,FiveThou,Normal,Normal,False,Thousand,FiftyThou,False,True,Rural,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
UpperMiddle,False,Adult,Adventurous,Current,None,None,Football,Luxury,True,Domino,Excellent,Normal,False,Thousand,FiftyThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Fair,True,Thousand,One
Prole,False,Adult,Normal,Older,None,None,Tank,FamilySedan,False,TwentyThou,Poor,SubStandard,False,Thousand,FiveThou,False,False,City,Thousand,Thousand,False,Thousand,Good,False,Thousand,One
Middle,False,Adult,Normal,Older,None,None,EggShell,SportsCar,False,FiveThou,Poor,SubStandard,False,Thousand,TenThou,False,False,Suburb,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Many
Prole,False,Adult,Normal,Older,Severe,Severe,EggShell,Economy,False,FiftyThou,Poor,SubStandard,False,TenThou,FiveThou,False,True,City,TenThou,HundredThou,False,Thousand,Poor,False,Thousand,Many
Middle,True,Adolescent,Normal,Current,None,None,EggShell,FamilySedan,True,Domino,Normal,Normal,False,Thousand,TwentyThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Poor,True,Thousand,Zero
Middle,False,Senior,Cautious,Older,None,None,Football,FamilySedan,False,FiftyThou,Excellent,Expert,True,Thousand,FiveThou,False,True,Secure,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
UpperMiddle,False,Adolescent,Normal,Current,None,None,Football,Luxury,True,FiftyThou,Normal,Normal,False,Thousand,FiftyThou,False,True,Secure,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
Prole,False,Adult,Adventurous,Older,Severe,Severe,EggShell,SportsCar,False,FiftyThou,Poor,Normal,False,TenThou,TenThou,False,False,City,HundredThou,HundredThou,True,Thousand,Fair,False,Thousand,Many
Prole,False,Adult,Psychopath,Older,Severe,Severe,EggShell,Economy,False,TwentyThou,Poor,Normal,False,TenThou,FiveThou,False,False,City,TenThou,TenThou,True,TenThou,Poor,False,Thousand,Zero
Prole,False,Adult,Normal,Older,None,None,EggShell,Economy,False,FiftyThou,Excellent,Expert,False,Thousand,FiveThou,False,False,City,Thousand,TenThou,True,Thousand,Fair,False,Thousand,Zero
Middle,False,Senior,Normal,Older,None,None,Football,FamilySedan,False,FiftyThou,Excellent,Expert,True,Thousand,FiveThou,False,True,Secure,Thousand,TenThou,True,Thousand,Good,False,Thousand,Zero
Prole,False,Senior,Cautious,Older,None,None,EggShell,Economy,False,FiftyThou,Excellent,Expert,True,Thousand,FiveThou,False,True,City,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
Wealthy,False,Senior,Normal,Current,None,None,Tank,SuperLuxury,True,FiveThou,Normal,Normal,False,Thousand,Million,False,True,Secure,Thousand,TenThou,True,Thousand,Excellent,True,Thousand,One
UpperMiddle,False,Senior,Cautious,Older,Mild,Mild,EggShell,Economy,False,TwentyThou,Poor,SubStandard,False,Thousand,FiveThou,False,True,Secure,Thousand,Thousand,True,Thousand,Poor,False,Thousand,One
Middle,False,Adolescent,Adventurous,Current,Moderate,Mild,Tank,FamilySedan,True,TwentyThou,Poor,SubStandard,False,Thousand,TwentyThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Many
Middle,False,Adult,Normal,Current,Severe,Severe,Tank,FamilySedan,True,TwentyThou,Poor,SubStandard,False,HundredThou,TwentyThou,False,False,Suburb,TenThou,HundredThou,False,Thousand,Excellent,True,Thousand,Many
Middle,False,Adult,Normal,Older,Severe,Severe,EggShell,Economy,False,TwentyThou,Poor,SubStandard,False,TenThou,FiveThou,False,True,Suburb,TenThou,TenThou,True,HundredThou,Poor,True,Thousand,One
Prole,False,Senior,Adventurous,Older,None,None,Football,Economy,False,TwentyThou,Poor,SubStandard,False,Thousand,TenThou,False,False,City,Thousand,Thousand,False,Thousand,Fair,False,Thousand,Many
Prole,False,Senior,Normal,Older,None,None,EggShell,Economy,False,FiftyThou,Poor,SubStandard,False,Thousand,FiveThou,False,False,Rural,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Many
