,SocioEcon,GoodStudent,Age,RiskAversion,VehicleYear,Accident,ThisCarDam,RuggedAuto,MakeModel,Antilock,Mileage,DrivQuality,DrivingSkill,SeniorTrain,ThisCarCost,CarValue,Theft,AntiTheft,HomeBase,OtherCarCost,PropCost,OtherCar,MedCost,Cushioning,Airbag,ILiCost,DrivHist
1269,1,1,0,2,1,0,0,1,2,1,1,0,0,1,0,2,1,1,0,0,0,0,0,1,1,0,1
1270,2,1,1,3,0,0,0,0,0,0,3,1,1,1,0,2,1,0,0,0,1,0,0,2,0,0,0
1271,1,1,0,2,1,0,0,2,2,1,2,1,1,1,0,2,1,1,0,0,0,1,0,3,1,0,0
1272,0,1,2,3,1,0,0,1,2,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1273,1,1,1,2,1,0,0,2,2,1,3,1,1,1,0,0,1,0,3,0,0,0,0,2,1,0,0
1274,0,1,2,2,1,0,0,1,2,1,2,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1
1275,2,1,1,1,0,2,2,1,0,0,1,0,1,1,2,2,1,0,3,0,2,0,0,2,0,0,2
1276,1,1,1,3,1,0,0,2,2,1,3,1,1,1,0,0,1,0,0,0,0,1,0,2,1,0,0
1277,2,1,2,2,1,1,0,1,2,1,2,0,0,1,0,0,1,0,3,0,1,0,0,1,1,0,2
1278,0,1,1,1,1,0,0,0,1,1,2,2,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0
1279,2,0,0,2,0,0,0,1,3,0,0,1,1,1,0,3,1,0,0,0,0,0,0,2,0,0,0
1280,1,1,1,2,1,0,0,0,0,1,1,1,1,1,0,2,1,0,0,0,0,0,0,0,1,0,0
1281,1,1,2,2,0,0,0,1,2,1,2,1,1,1,0,2,1,1,2,0,0,0,0,3,0,0,2
1282,0,1,1,1,0,0,0,1,2,1,1,2,1,1,0,2,1,1,3,0,0,1,0,2,0,0,0
1283,1,1,1,3,1,1,1,1,2,1,2,0,0,1,0,1,1,0,0,0,0,0,0,2,1,0,0
1284,3,1,2,3,0,0,0,0,0,0,2,2,2,0,0,2,1,0,0,0,0,0,0,1,0,0,0
1285,2,1,1,1,0,0,0,1,3,0,2,2,1,1,0,3,1,1,1,0,0,0,0,2,0,0,1
1286,2,1,2,3,0,0,0,2,3,0,1,1,1,0,0,3,1,0,0,0,0,0,0,3,0,0,0
1287,0,1,1,1,1,0,0,0,1,1,2,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1
1288,2,1,1,1,1,0,0,1,3,1,2,2,1,1,0,2,1,0,0,0,0,0,0,1,1,0,0
1289,0,1,1,3,1,0,0,0,1,1,2,1,1,1,0,0,1,0,2,0,0,1,0,0,1,0,0
1290,1,1,1,2,0,2,2,0,1,1,2,0,0,1,1,1,1,0,2,0,1,0,0,2,0,0,2
1291,2,1,2,3,0,0,0,0,0,0,2,1,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0
1292,1,1,1,2,0,2,3,1,2,0,1,0,0,1,2,2,1,1,3,0,2,0,3,2,0,0,2
1293,2,0,0,2,0,0,0,1,2,1,2,1,1,1,0,2,1,0,0,0,0,0,0,2,0,0,0
1294,2,1,0,2,1,0,0,1,2,1,2,0,0,1,0,0,1,0,2,0,0,0,0,2,1,0,2
1295,1,1,1,2,1,0,0,0,1,1,2,1,1,1,0,0,1,1,2,0,1,0,0,0,1,0,0
1296,1,1,1,2,1,0,0,1,2,1,1,0,0,1,0,1,1,1,2,0,1,0,0,2,1,0,2
1297,0,1,1,2,1,3,3,0,0,1,2,0,0,1,1,1,1,1,1,2,2,0,1,0,1,0,2
1298,1,1,2,3,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1299,0,1,1,2,0,0,0,1,1,1,1,1,1,1,0,1,1,1,3,0,0,0,0,2,0,0,0
1300,1,1,1,2,0,0,0,1,2,1,1,0,0,1,0,2,1,0,2,0,1,0,0,2,0,0,1
1301,2,1,1,2,0,1,0,1,2,0,3,0,0,1,0,2,1,0,0,0,0,1,0,3,0,0,1
1302,0,1,2,3,0,0,0,0,1,1,2,2,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1
1303,1,1,1,3,1,0,0,1,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,2,1,0,0
1304,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,2,0,0,0,0,1,1,0,2
1305,2,1,2,2,0,0,0,1,3,0,2,1,1,1,0,3,1,0,0,0,0,0,0,1,0,0,2
1306,1,1,0,2,1,0,0,2,2,1,1,1,1,1,0,0,1,1,0,0,1,0,0,3,1,0,0
1307,0,1,1,2,1,0,0,0,1,1,2,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0
1308,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,3,0,0,1,0,0,1,0,2
1309,1,1,1,2,1,0,0,1,2,1,3,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,2
1310,0,1,2,3,1,0,0,2,2,1,1,1,1,1,0,0,1,0,1,0,1,0,0,2,1,0,0
1311,0,1,1,2,1,0,0,0,0,0,1,1,1,1,0,3,1,1,1,0,0,0,0,1,1,0,0
1312,0,1,1,2,1,0,0,1,2,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,2
1313,0,1,2,3,1,2,3,0,1,1,2,0,0,1,1,0,1,0,1,2,2,1,1,0,1,0,1
1314,2,1,1,2,0,1,1,0,0,0,2,0,0,1,0,2,1,0,0,0,1,0,0,2,0,0,2
1315,2,1,0,3,0,0,0,1,3,0,1,0,0,1,0,3,1,0,0,0,0,0,0,2,0,0,2
1316,1,1,1,3,1,0,0,0,0,1,0,1,1,1,0,2,1,0,0,0,1,0,0,0,1,0,0
1317,2,1,0,1,0,3,3,1,3,0,2,0,0,1,2,3,1,1,2,2,2,0,0,3,0,0,2
1318,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,2,0,0,0,0,1,1,0,2
1319,1,1,1,2,1,0,0,2,2,1,1,1,1,1,0,0,1,1,0,0,1,0,0,3,1,0,0
1320,1,1,2,3,1,0,0,2,2,1,1,1,1,0,0,1,1,0,0,0,0,0,0,3,1,0,0
1321,1,1,1,2,1,0,0,2,2,1,0,1,1,1,0,2,1,1,3,0,0,0,0,2,1,0,0
1322,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,3,1,1,2,0,0,0,0,1,0,0,2
1323,1,1,0,1,1,0,0,1,2,1,2,0,0,1,0,0,1,1,2,0,0,1,0,1,1,0,2
1324,1,1,1,1,1,0,0,0,1,1,1,2,1,1,0,0,1,1,3,0,1,0,0,1,1,0,1
1325,1,1,1,1,0,0,0,1,2,0,2,0,0,1,0,2,1,1,2,0,0,1,0,1,0,0,2
1326,1,1,1,3,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1327,2,1,2,3,1,0,0,1,3,0,3,2,2,0,0,3,1,0,0,0,0,0,0,2,0,0,0
1328,0,1,1,2,1,0,0,0,1,1,2,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0
1329,1,1,0,2,0,0,0,1,1,1,1,2,2,1,0,1,1,1,0,0,0,1,0,3,0,0,0
1330,0,1,1,3,1,0,0,1,1,1,3,1,1,1,0,0,1,0,1,0,0,1,0,2,0,0,0
1331,1,1,1,2,1,0,0,2,2,1,2,2,2,1,0,0,1,1,2,0,1,1,0,3,1,0,0
1332,0,1,2,3,1,0,0,0,1,1,1,2,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0
1333,0,1,1,1,1,0,0,0,1,1,2,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,2
1334,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,2,0,0,1,0,0,1,0,2
1335,0,1,1,1,1,0,0,0,1,1,2,1,1,1,0,0,1,1,3,0,0,1,0,1,1,0,0
1336,3,1,1,1,0,0,0,1,3,0,2,0,0,1,0,3,1,1,0,0,0,0,0,3,0,0,2
1337,1,1,1,2,1,0,0,2,2,1,1,1,1,1,0,1,1,0,2,0,0,0,0,3,0,0,0
1338,1,1,1,2,1,0,0,2,2,1,1,0,0,1,0,0,1,1,2,0,0,0,0,2,1,0,2
1339,0,1,2,2,1,0,0,0,1,1,2,1,1,0,0,0,1,1,3,0,0,1,0,0,1,0,0
1340,2,0,0,1,1,3,3,1,3,0,1,0,0,1,2,3,1,1,2,1,2,0,0,3,0,0,2
1341,0,1,1,2,1,3,3,1,2,1,3,0,0,1,1,0,1,1,1,0,1,0,0,2,0,0,2
1342,2,1,1,2,0,0,0,2,0,0,0,1,1,1,0,2,1,0,0,0,0,0,0,3,0,0,0
1343,0,1,0,1,1,3,3,0,1,1,1,0,0,1,1,0,1,1,1,2,2,1,2,0,1,0,2
1344,0,1,1,2,1,0,0,1,2,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0
1345,0,1,1,3,1,0,0,0,1,1,2,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0
1346,1,1,0,2,0,0,0,0,0,0,1,1,1,1,0,2,1,1,2,0,0,0,0,2,0,0,0
1347,0,1,1,2,1,0,0,0,1,1,2,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0
1348,2,1,1,2,1,0,0,1,3,1,1,1,1,1,0,3,1,0,0,0,0,0,0,1,1,0,0
1349,0,1,1,1,1,0,0,0,1,1,2,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,2
1350,0,1,1,2,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1
1351,2,0,0,2,1,0,0,2,3,1,0,1,1,1,0,1,1,0,0,0,0,0,0,3,1,0,0
1352,1,1,1,1,1,0,0,2,2,1,1,0,1,1,0,0,1,1,1,0,0,1,0,2,1,0,0
1353,0,1,1,2,1,3,3,1,1,1,0,0,0,1,1,1,1,1,1,2,2,0,1,1,1,0,2
1354,0,1,1,2,1,3,3,1,1,1,1,0,0,1,1,0,1,1,1,2,2,1,0,2,1,0,2
1355,2,1,2,1,0,0,0,1,2,0,1,1,1,1,0,2,1,1,2,0,0,0,0,3,0,0,1
1356,1,1,1,3,1,0,0,1,2,1,2,1,1,1,0,0,1,0,0,0,1,0,0,3,0,0,0
1357,1,1,1,3,1,0,0,2,2,1,1,1,1,1,0,2,1,0,0,0,0,0,0,2,1,0,0
1358,1,1,1,1,1,2,3,0,1,1,1,0,1,1,1,0,1,1,2,0,1,0,0,1,1,0,2
1359,2,1,1,3,0,0,0,1,2,1,2,2,1,1,0,2,1,0,0,0,0,0,0,2,0,0,0
1360,0,1,1,2,0,0,0,1,2,1,2,1,1,1,0,2,1,0,1,0,1,0,0,2,0,0,0
1361,1,1,0,1,1,3,3,1,2,1,2,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,2
1362,1,1,1,3,0,2,2,1,2,1,2,0,0,1,2,2,1,0,0,0,2,0,0,2,0,0,0
1363,2,1,1,3,0,0,0,1,3,0,1,2,2,1,0,3,1,0,0,0,0,0,0,1,0,0,0
1364,2,1,0,1,1,3,3,0,0,1,3,0,0,1,1,0,1,1,2,1,2,0,1,0,1,1,2
1365,2,1,0,1,0,0,0,2,3,0,2,2,1,1,0,3,1,0,1,0,1,0,0,3,0,0,0
1366,0,1,1,1,1,3,3,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,3,2
1367,2,1,1,1,0,0,0,1,3,0,2,2,1,1,0,3,1,1,1,0,1,0,0,2,0,0,2
1368,3,1,2,3,0,0,0,0,3,0,3,2,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0
1369,2,1,1,2,0,0,0,1,2,0,1,1,1,1,0,2,1,0,0,0,0,0,0,3,0,0,0
1370,0,1,1,2,1,3,3,0,1,1,2,0,0,1,1,0,1,1,1,1,2,1,1,0,1,0,2
1371,0,1,0,2,1,0,0,0,1,1,2,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0
1372,0,1,1,2,1,0,0,0,1,1,1,2,2,1,0,0,1,1,1,0,0,0,0,1,0,0,0
1373,2,1,1,2,0,0,0,0,2,1,2,1,1,1,0,2,1,0,3,0,0,0,0,0,0,0,0
1374,0,1,1,1,1,0,0,0,1,1,1,2,2,1,0,0,1,1,1,0,0,1,0,0,1,0,0
1375,0,1,2,3,1,0,0,0,1,1,1,2,2,0,0,0,1,0,1,0,1,1,0,0,1,0,0
1376,0,0,0,1,1,2,2,0,1,1,3,0,0,1,1,0,1,1,1,1,1,1,2,0,1,0,1
1377,0,1,2,2,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0
1378,1,1,1,3,1,0,0,2,2,1,2,1,1,1,0,0,1,0,0,0,1,0,0,2,1,0,0
1379,0,1,0,2,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,2,0,0,0
1380,2,1,1,2,0,0,0,0,0,0,2,1,1,1,0,2,1,0,2,0,0,0,0,0,0,0,0
1381,2,1,2,1,0,0,0,2,2,0,1,1,1,1,0,2,1,1,1,0,1,0,0,3,0,0,0
1382,1,1,1,1,1,0,0,0,1,1,2,0,0,1,0,0,1,1,2,0,0,0,0,1,1,0,2
1383,0,1,2,3,1,3,3,0,1,1,2,0,0,1,1,0,1,0,1,1,2,0,1,1,1,0,2
1384,2,0,0,1,0,3,1,2,3,0,1,0,0,1,0,3,1,0,1,2,2,0,0,3,0,0,2
1385,0,1,1,3,1,0,0,1,1,1,1,2,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0
1386,0,1,1,1,1,2,2,1,2,1,1,0,0,1,2,2,1,1,3,2,2,1,0,1,1,0,2
1387,1,1,1,3,0,0,0,1,2,1,3,1,1,1,0,1,1,0,0,0,0,0,0,2,0,0,0
1388,0,1,1,3,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0
1389,1,1,2,3,1,0,0,0,2,1,0,2,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1390,0,1,0,1,0,0,0,2,2,1,2,1,1,1,0,2,1,1,1,0,1,1,0,3,0,0,1
1391,1,1,1,2,0,0,0,1,2,1,1,1,1,1,0,2,1,1,2,0,0,1,0,2,0,0,0
1392,2,1,1,2,0,1,1,0,0,0,1,0,0,1,0,2,1,1,3,0,0,0,0,0,0,0,2
1393,0,1,2,3,1,0,0,0,1,1,3,2,2,0,0,0,1,0,1,0,1,0,0,0,1,0,0
1394,0,1,2,3,1,0,0,0,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,1,0,0
1395,1,1,1,3,1,1,1,1,2,1,3,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0
1396,0,1,2,3,1,0,0,2,2,1,2,2,1,1,0,0,1,0,1,0,0,0,0,2,1,0,0
1397,0,1,1,2,1,3,3,1,2,1,1,0,0,1,1,0,1,1,3,1,2,0,0,1,1,0,2
1398,0,1,0,3,1,0,0,0,1,1,2,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0
1399,3,1,1,3,0,0,0,1,4,0,2,1,1,1,0,4,1,0,0,0,1,0,0,2,0,0,0
1400,0,1,1,3,1,3,3,1,2,1,2,1,1,1,1,0,1,0,1,2,3,0,2,1,1,0,0
1401,0,1,1,2,0,0,0,0,1,1,1,2,2,1,0,1,1,1,1,0,1,1,0,1,0,0,0
1402,0,1,1,2,1,0,0,0,1,1,2,1,1,1,0,0,1,1,3,0,0,0,0,0,1,0,0
1403,2,1,0,1,0,0,0,0,0,0,2,2,1,1,0,2,1,1,0,0,0,0,0,2,0,0,0
1404,0,1,2,3,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,2
1405,1,0,0,1,1,0,0,2,2,1,1,2,1,1,0,0,1,1,2,0,0,0,0,3,1,0,0
1406,2,1,1,3,0,2,1,1,3,0,3,0,0,1,0,3,1,0,0,0,0,0,0,2,0,0,0
1407,0,1,2,2,1,0,0,0,1,1,0,1,1,1,0,1,1,1,3,0,0,0,0,0,1,0,0
1408,1,1,0,3,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1409,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,2
1410,0,1,1,2,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,2
1411,1,1,1,2,1,3,3,0,1,1,2,0,0,1,1,0,1,1,2,0,1,0,2,0,1,0,2
1412,0,1,0,1,1,0,0,0,1,1,2,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1
1413,0,1,1,2,1,3,3,0,0,1,2,0,0,1,1,1,1,1,1,2,2,0,3,0,1,0,1
1414,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0
1415,2,1,1,3,0,0,0,2,3,0,1,1,1,1,0,3,1,0,0,0,1,0,0,3,0,0,0
1416,2,1,0,2,0,0,0,1,3,0,2,1,1,1,0,3,1,0,2,0,0,1,0,2,0,0,0
1417,0,1,2,3,1,0,0,0,0,0,3,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0
1418,0,1,0,3,0,0,0,0,1,1,2,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0
1419,1,1,1,2,0,0,0,1,2,0,0,1,1,1,0,2,1,0,0,0,1,0,0,2,0,0,0
1420,0,1,2,3,1,0,0,1,2,1,2,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
1421,0,1,2,1,1,0,0,2,2,1,1,2,2,1,0,2,1,1,1,0,0,0,0,3,1,0,2
1422,0,1,2,3,1,0,0,2,2,1,2,1,1,0,0,0,1,0,1,0,0,1,0,2,1,0,0
1423,2,0,0,1,0,0,0,1,3,0,2,2,2,1,0,3,1,1,1,0,0,1,0,1,0,0,2
1424,2,0,0,1,0,3,3,1,3,0,1,0,1,1,2,3,1,1,3,1,2,0,0,2,0,0,1
1425,0,1,1,3,1,0,0,0,1,1,2,2,2,1,0,0,1,0,1,0,0,1,0,0,1,0,0
1426,1,1,1,2,1,3,3,1,2,1,2,0,0,1,1,1,1,0,2,0,1,0,0,2,1,0,2
1427,2,1,1,1,1,0,0,1,3,1,1,2,1,1,0,3,1,1,1,0,0,0,0,2,0,0,0
1428,1,1,1,2,1,0,0,0,1,1,2,1,1,1,0,0,1,1,2,0,0,0,0,1,1,0,0
1429,1,1,0,1,1,0,0,1,2,1,2,0,0,1,0,0,1,1,2,0,0,0,0,0,1,0,2
1430,0,1,1,2,1,1,1,0,1,1,3,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
1431,2,1,1,3,0,0,0,0,2,1,0,2,1,1,0,2,1,0,0,0,1,0,0,0,0,0,0
1432,2,1,1,2,0,0,0,2,2,0,2,2,2,1,0,2,1,1,0,0,1,0,0,3,0,0,0
1433,1,1,1,2,1,0,0,1,2,1,2,1,1,1,0,0,1,1,2,0,1,0,0,2,1,0,0
1434,0,1,1,2,1,0,0,1,1,1,2,1,1,1,0,0,1,1,1,0,0,0,0,2,1,0,0
1435,1,1,2,3,1,0,0,0,1,1,1,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1436,1,1,1,2,1,0,0,1,2,1,0,1,1,1,0,2,1,0,0,0,0,1,0,3,0,0,0
1437,3,1,1,3,0,0,0,0,2,1,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,0,0
1438,1,1,2,2,0,0,0,1,1,1,2,1,1,1,0,1,1,0,0,0,1,0,0,3,0,0,0
1439,0,1,1,3,1,0,0,0,1,1,2,1,1,1,0,0,1,0,3,0,1,0,0,0,1,0,0
1440,0,1,1,1,1,0,0,1,2,1,1,1,1,1,0,1,1,1,3,0,0,0,0,2,1,0,1
1441,1,1,2,3,0,0,0,1,1,1,2,1,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0
1442,2,1,1,0,0,1,1,0,0,0,2,0,1,1,0,2,1,1,0,0,0,0,0,2,0,0,2
1443,2,1,1,1,0,3,3,1,3,0,2,0,0,1,2,3,1,1,3,2,3,0,0,3,0,0,2
1444,0,1,1,3,0,0,0,0,1,1,0,1,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0
1445,1,1,0,2,0,0,0,0,1,1,1,1,1,1,0,1,1,1,3,0,1,0,0,0,0,0,0
1446,1,1,0,1,1,0,0,0,1,1,2,2,1,1,0,0,1,1,2,0,0,0,0,0,1,0,0
1447,2,1,1,2,1,0,0,1,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,2,1,0,0
1448,1,1,0,2,1,0,0,1,1,1,2,0,0,1,0,0,1,1,2,0,0,0,0,0,1,0,2
1449,0,1,2,3,1,0,0,0,1,1,2,2,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1450,1,1,1,2,0,0,0,0,2,0,0,0,0,1,0,2,1,1,2,0,0,0,0,1,0,0,2
1451,1,1,1,3,1,0,0,0,1,1,1,2,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1452,1,1,1,3,1,1,2,0,2,1,1,0,0,1,1,0,1,0,0,1,2,0,0,1,0,0,0
1453,0,1,1,0,1,0,0,0,1,1,3,2,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1
1454,1,1,0,2,1,0,0,1,2,1,2,1,1,1,0,0,1,1,2,0,0,1,0,2,0,0,0
1455,1,1,0,2,1,0,0,1,2,1,1,1,1,1,0,0,1,1,2,0,0,0,0,1,1,0,0
1456,1,1,1,2,0,1,1,1,2,1,2,0,0,1,0,2,1,1,0,0,1,0,0,3,0,0,2
1457,1,1,1,1,0,2,2,1,2,0,2,0,1,1,2,2,1,1,2,0,2,0,0,3,0,0,2
1458,2,1,1,1,0,0,0,0,1,1,2,1,1,1,0,0,1,1,3,0,0,0,0,2,0,0,1
1459,1,1,1,2,1,3,3,1,2,1,1,0,0,1,0,0,1,1,2,2,2,1,0,2,1,3,2
1460,1,1,2,2,0,0,0,1,2,1,2,2,2,0,0,2,1,1,2,0,0,0,0,2,0,0,0
1461,2,1,2,3,1,0,0,2,3,0,2,1,1,0,0,2,1,0,0,0,1,0,0,3,0,0,0
1462,0,1,1,2,1,0,0,1,2,1,2,1,1,1,0,0,1,1,3,0,1,1,0,2,1,0,2
1463,0,1,1,2,0,0,0,1,2,0,1,1,1,1,0,2,1,1,3,0,0,1,0,1,0,0,0
1464,0,1,2,2,1,0,0,1,2,1,2,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,2
1465,0,1,0,1,0,0,0,1,1,1,2,0,0,1,0,2,1,1,1,0,0,1,0,2,0,0,2
1466,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,2
1467,1,1,1,2,0,0,0,1,1,1,2,1,1,1,0,1,1,1,0,0,0,1,0,3,0,0,1
1468,1,1,1,3,1,2,2,0,1,1,2,0,0,1,1,0,1,0,0,2,3,0,0,0,1,0,0
1469,0,1,1,3,1,0,0,0,1,1,2,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1
1470,1,1,0,1,1,0,0,2,2,1,2,1,1,1,0,0,1,1,1,0,0,1,0,3,1,0,1
1471,0,1,1,1,1,0,0,1,2,1,1,1,1,1,0,0,1,1,1,0,0,0,0,3,0,0,0
1472,1,1,0,2,0,3,3,1,2,1,2,0,0,1,2,2,1,1,2,1,2,0,0,3,0,1,0
1473,0,0,0,2,1,3,3,2,2,1,2,0,0,1,1,0,1,1,1,2,2,1,0,2,1,0,2
1474,2,1,1,1,0,0,0,1,3,0,2,2,1,1,0,3,1,1,1,0,0,1,0,2,0,0,1
1475,0,1,2,3,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
1476,0,1,1,2,1,0,0,0,1,1,3,1,1,1,0,0,1,1,3,0,0,1,0,1,1,0,0
1477,1,1,1,2,0,0,0,1,2,1,0,2,2,1,0,2,1,1,2,0,0,0,0,1,0,0,0
1478,2,1,1,3,0,1,1,0,0,0,2,1,1,1,0,2,1,0,0,0,1,0,0,0,0,0,0
1479,1,0,0,2,1,0,0,0,1,1,2,1,1,1,0,0,1,1,2,0,0,1,0,0,1,0,1
1480,0,1,1,3,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0
1481,1,1,1,1,1,3,3,1,2,1,1,0,1,1,1,0,1,1,2,2,2,0,0,2,0,0,1
1482,0,1,0,2,1,0,0,2,2,1,3,1,1,1,0,0,1,1,1,0,1,0,0,3,0,0,0
1483,2,1,2,3,0,0,0,1,3,0,0,2,1,0,0,3,1,0,0,0,0,0,0,2,0,0,0
1484,0,1,1,2,1,0,0,0,1,1,1,1,1,1,0,1,1,1,3,0,1,0,0,0,1,0,0
1485,0,1,1,2,1,0,0,0,1,1,3,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0
1486,0,1,2,2,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,2,0,0,0
1487,1,1,1,2,0,0,0,1,2,0,1,2,2,1,0,2,1,1,0,0,0,0,0,2,0,0,0
1488,0,0,0,3,1,0,0,1,2,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1
1489,1,1,1,1,1,0,0,1,2,1,0,0,1,1,0,1,1,1,3,0,0,0,0,0,1,0,2
1490,0,1,1,2,1,0,0,0,1,1,2,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0
1491,2,1,1,1,0,0,0,0,0,0,2,1,1,1,0,3,1,1,2,0,0,0,0,0,0,0,1
1492,0,1,0,2,1,2,2,0,1,1,3,0,0,1,1,0,1,1,1,1,2,0,1,0,1,3,2
1493,1,1,0,2,1,0,0,1,2,1,0,0,0,1,0,0,1,0,2,0,1,0,0,0,1,0,2
1494,0,1,1,3,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1495,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,3,0,0,1,0,0,1,0,2
1496,1,1,0,1,1,0,0,2,2,1,3,1,1,1,0,0,1,1,2,0,0,1,0,2,1,0,1
1497,2,1,1,2,0,0,0,0,2,1,3,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0
1498,1,1,0,1,1,1,1,1,2,1,2,0,1,1,0,0,1,1,2,0,0,1,0,1,1,0,0
1499,2,0,0,2,0,0,0,1,3,0,1,1,1,1,0,3,1,0,0,0,1,0,0,2,0,0,0
1500,1,0,0,1,1,2,2,0,1,1,2,0,0,1,1,0,1,1,2,0,1,0,0,1,1,0,2
1501,2,1,2,2,0,0,0,0,0,0,1,2,2,1,0,2,1,0,2,0,0,0,0,0,0,0,0
1502,1,1,1,2,1,0,0,0,1,1,2,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0
1503,0,1,1,1,0,0,0,0,1,1,1,2,2,1,0,1,1,1,1,0,0,1,0,0,0,0,0
1504,0,1,1,2,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0
1505,0,1,1,2,1,3,3,0,1,1,2,0,0,1,1,0,1,1,1,1,1,0,3,0,1,2,2
1506,2,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,2,0,0,0,0,0,1,0,2
1507,0,1,1,1,1,3,3,0,2,1,3,0,0,1,1,0,1,1,1,2,2,1,1,0,1,0,2
1508,1,0,0,2,1,3,3,1,2,1,1,0,0,1,2,2,1,0,3,2,2,0,0,2,1,0,2
1509,0,1,2,2,0,0,0,1,2,1,1,2,2,1,0,2,1,1,1,0,0,1,0,3,0,0,0
1510,0,1,1,2,1,3,3,0,1,1,2,1,1,1,1,0,1,1,1,1,1,0,3,0,1,0,0
